,description,review.point,sentiment
457,Just pause for a moment before tasting. 50 years. What has happened in the world during that time? How have you changed? What has it done to the whisky? Added a quiet elegance. It brings to mind elements of long-dried concentrated fruit and nut; damson; even smoke. The tannins are initially dusty; but a splash of water adds a fresh potpourri perfume. Is it expensive? For something that’s spent 50 years in a cask? No; it isn’t. (937 bottles) £1800,90,2
456,Weighty and deep. Instantly seductive: vanilla pod; rich fruits; the smell of fur coats. A femme fatale of a malt. A base of crisp malt mixes with oak to give balance and structure. Water brings out apple leaf; even a little grassiness. The palate is broad and balanced; with real sweetness and a tongue-coating quality which softens to dried fruit; earthy density; with a whiff of smoke. Redolent with the aroma of a dunnage warehouse. A class act.,90,2
455,Although the youngest of the range; this has still spent 24 years in a refill butt.  The nose is highly concentrated; with freshly-sharpened pencils and black cherry. There’s also some tobacco and then an earthy; armagnac-esque pruniness. Water brings out a resinous element; supple leather; and fruit syrups; allowing it to retain complexity. The driest of the range with the most obvious grip; for lovers of big; sherried; malts. £225,90,2
454,The youngest of this Family Cask selection shows Glenfarclas in a surprisingly citric light; with plenty of citrus peels — tangerine; marmalade; and orange syrup; as well as sultana; suede; wax polish (surprising in a youngish dram); and chocolate — a recurring theme here. It is almost as if all the more lifted elements in each of the previous casks have here united. Mature; but highly expressive; and a great starter.  £172,90,2
464,The latest addition to Glengoyne’s permanent range is a 25 year old; matured in European oak sherry casks and presented in non-chill filtered format. Syrup-like on the nose; very sweet; with milk chocolate; ginger; Jaffa oranges; and sticky toffee pudding. Smooth and sweet on the palate; with overt sherry; sultanas; and gentle spice. The finish is medium to long; with a hint of oak; old leather; and lingering cloves. Bold; yet elegant. £250,90,2
429,"An unusual; but very fine; Bruichladdich; with sweet; chewy toffee notes I often associate with Speyside whiskies; not Islay (although I have tasted a few older Bunnahabhain whiskies that were like this). Layers of marzipan and chocolate fudge also emerge; and I even pick up some apple and black cherry fruit in the background. Bruichladdich's ""sea breeze"" freshness rises through the chewy sweetness and provides balance and complexity.",90,2
405,"A special Balvenie to honor Master Distiller David Stewart’s 30 years working at the distillery. This is a big and brooding dram. The aroma suggests it is aged in both bourbon and sherry oak. It’s complex and richly flavored (sweeter up front and increasingly dry towards its finish); with notes of honey; candied fruit; thick cut marmalade; vanilla; almonds; and prominent spicy oak notes. I’m picking up plenty of sherry in this new expression; which I like. It finishes firmly dry; with notes of spice and tannin. While I enjoy this whisky a great deal; you might want to seek out the Balvenie 25 year old (which I rated a 93) while the odd bottle is still available. It is slightly more rounded on the palate; and less than half the cost. 
",90,2
427,"A marriage of Bruichladdich with three different peating levels. Devotees of young; smoky Islay whiskies will enjoy this one. It is youthful and explosive; with earthy peat smoke; fish nets; brine; and kiln ash. All this is tamed beautifully by notes of vanilla wafer; seductive malt; marshmallow; spiced peaches; and pear. 
",90,2
401,The oldest Ardmore I have tasted. Smartly bottled at cask strength and not chill-filtered. (The entry level Ardmore “Traditional” is at the opposite end of the age spectrum; tasting quite youthful.) My initial concern with this 30 year old was: would the wood dominate the lovely floral; smoky notes I enjoy so much with Ardmore? The wood is certainly present; but the smoke still comes through. There’s a gently layered sweetness that complements the smoke (toffee; deep caramel; subtle honey); licorice root; bourbon barrel char; coffee grounds; and high cocoa chocolate; with subtle dried citrus and a suggestion of floral soap. Dry finish; with more bourbon barrel char and licorice root. Considering that Ardmore has historically been a blending malt; most of the stocks right now are much younger. This is a rare treat. It’s a wee bit thin in body and a little on the dry side from 30 years on wood for me to rate it in the mid 90s; but it’s still a very enjoyable whisky.,90,2
400,“Ardbeg in Perpetuum” would mean “Ardbeg forever.” It’s made up of a mélange of different casks: American oak; refill; French oak…and others. Intense; marine; with pineapple; wet moss; tar; cracked black pepper; and a nuttiness. The palate is oily; sweet; with smoked cream; balanced by a very pure acidity; then soot and char. Will the fact that it isn’t an extreme Ardbeg satisfy everyone? Probably not. Is it a bloody good session drink? Damn right it is. (200th anniversary bottling),90,2
399,Very dynamic; complex; and powerful. Here’s what I’m picking up; in somewhat descending order in taste profile: leafy smoke; coal tar; mocha fudge with dark chocolate chips; smoked olive; peppered seaweed salad; fruit (lemon; lime); genever; brine-tinged grass; and (with some coaxing) floral notes (violet?). Compared to last year’s debut release of Supernova; this one is certainly comparable; but I feel it’s a tad richer; with more leafy smoke and ripe barley. It also seems a bit more polished; less aggressive. I like it a little more than its predecessor (which I rated an 89).,90,2
398,"Pale white wine color. Smoky; youthful aroma. There’s no surprises here-it definitely smells like a young Ardbeg. Big beautiful explosion of smoky; tarry flavors that evolve and seem to linger on the palate indefinitely.   Style: Islay single malt Scotch whisky. Price: low $60s. Available nationwide. 
   This is the first Ardbeg release I've tasted since the distillery's long shut down in the 1980s. After the shut down; they discontinued their floor maltings; so I was concerned that it might not taste like the Ardbeg of old. Ardbeg fans can let out a big sigh of relief. This one is big and gutsy-just the way we like it. My only criticism of this particular release is that it could have used about one or two more years in oak to tame some of the spirity nature of the whisky. Otherwise; this is wonderful stuff!",90,2
397,Amber; with shades of ruby. Notes of complex honey-drenched fruit (sultana; marmalade; peaches; apples); toffee; treacle; and hint of mint. Full; rich texture and lush body. Long; warming; moderately spicy finish.,90,2
396,Double cask matured. More subtle and complex than the new 12 year old; and not as sweet. Creamy in texture and floral on the nose; with dried vanilla; gentle spice; nectarine; kiwi; plum; and lemon gum drops. Soft; elegant finish with a hint of mint. Great balance of a variety of flavors and lots of finesse. A well-crafted whisky!,90,2
395,"Amber; with shades of ruby and gold. Aromas of complex ripe fruit (golden raisins; marmalade; cherries; apples); toffee; treacle; and hint of mint. Full; rich texture and body-almost chewy. Flavors of lush fruit drenched with honey and caramel. Long; warming; slightly spicy finish. I'm so happy to see this fine whisky finally imported to the U.S. after being available in its homeland now for about two years. The name a'bunadh literally means ""the origin"" in Gaelic; and it produced in the style of Aberlour back in the late 1800s-at the natural strength and not chill filtered. It certainly is an exciting whisky; produced in small batches (mine was Batch #6) from select oloroso sherry casks. I've noticed a slight variation in color from one batch to the next; largely due to the types of sherry casks selected.",90,2
